u,v,L
-2.9648887681442053,40.16459466153271,30
5.532743522257498,38.91466605944034,30
15.427839576516483,37.44430323615718,30
26.966620378317927,35.721200565948564,30
40.437278770561214,33.704825145393194,30
56.175105399815486,31.346431742429104,30
74.56675647509725,28.58889855580877,30
96.05268174135007,25.366647387682395,30
121.12625587764674,21.60594120195325,30
150.3275825000876,17.225910401128235,30
184.2293316245276,12.140732460122875,30
223.4114834729873,6.2634513892902035,30
268.42177184341716,-0.4880716056864781,30
319.71939446810467,-8.182705328515155,30
377.6017446996636,-16.865053331995295,30
442.1180035515832,-26.542490078055607,30
512.9794334909097,-37.17170363238261,30
589.4831408766238,-48.647259328155286,30
670.471493479103,-60.795512041453584,30
754.3497005726488,-73.37724303127804,30
839.1760258425489,-86.10119179147185,30
922.8222950777335,-98.6481321647186,30
1003.1812170260594,-110.70197045232177,30
1078.3801005515684,-121.98180297940472,30
1146.956209914156,-132.26821938315712,30
1207.9601041171443,-141.41880351338003,30
1260.9749476806546,-149.37103004782884,30
1306.0623001361982,-156.13413291613432,30
1343.6597314390085,-161.77374761154732,30
1374.4594847133853,-166.39371060270113,30
1399.2924064191905,-170.11864885857105,30
1419.0321660501165,-173.07961280320976,30
1434.5256736660172,-175.40363894559474,30
1446.5489622357338,-177.20713223105219,30
1455.7841616237313,-178.59241213925185,30
1462.8119786176535,-179.64658468834014,30
1468.1143956258165,-180.44194723956463,30
1472.083302703457,-181.03728330121066,30
1475.03194490737,-181.4795796317976,30
1477.2071149526266,-181.80585513858614,30
1478.8008420483318,-182.04491420294192,30
1479.9609137118973,-182.21892495247673,30
1480.7999548550297,-182.3447811239466,30
1481.4030261504465,-182.4352418182591,30
1481.8338367470765,-182.4998634077536,30
-102.22335669277868,-240.72246883859975,40
-102.18396834299799,-240.27718868215092,40
-102.12931737395795,-239.71673472690205,40
-102.0562991496706,-239.007393614981,40
-101.96058898439233,-238.10415485554597,40
-101.83625435261744,-236.94670891459577,40
-101.67521564742196,-235.4540411210398,40
-101.46650952804912,-233.51722474993502,40
-101.19530386979883,-230.99003042202312,40
-100.84162182692863,-227.67715946807323,40
-100.37877413414863,-223.3204917929687,40
-99.77161024576955,-217.58509559525393,40
-98.9749398624503,-210.04945258597326,40
-97.9329204049965,-200.2090187645528,40
-96.58088150275115,-187.50879658302028,40
-94.85177720092393,-171.42645353386098,40
-92.6895119791886,-151.62468381821694,40
-90.06937110351336,-128.16584272281617,40
-87.02043376623178,-101.72382633182276,40
-83.63779179064812,-73.66157550675264,40
-80.07064411886851,-45.843578878662264,40
-76.48344846495118,-20.187924065447632,40
-73.00661762069785,1.840184301654919,40
-69.70225046483027,19.529286482078096,40
-66.55864681516863,32.90556831902053,40
-63.50758714523424,42.49592713790911,40
-60.448854297393105,49.04429668421326,40
-57.270053971247926,53.298618949025276,40
-53.85767521187444,55.89758209200574,40
-50.100589708307936,57.334592627367385,40
-45.8887686097452,57.96508381341381,40
-41.109562238701386,58.031253456204,40
-35.64295626794027,57.6895547438423,40
-29.35645973289924,57.034494742006075,40
-22.099823337657945,56.1169036685769,40
-13.699563142409385,54.95693674469658,40
-3.9531850241922886,53.55279288204362,40
7.3769913630099975,51.886221412587126,40
20.570452768688636,49.92573764820953,40
35.95549383775724,47.628267421264695,40
53.91637169408158,44.93976686052426,40
74.90014053308727,41.79524232323869,40
99.4223419667963,38.11853140774497,40
128.07024232180007,33.822196516909806,40
161.50167450352893,28.807921602604274,40
200.43677666678346,22.967880534837647,40
245.6391088327034,16.187643280163776,40
297.881977963983,8.35126851905355,40
357.89569579122286,-0.6507621409153042,40
426.2925259574729,-10.910273771353511,40
503.46899293288465,-22.486737775993756,40
589.4906714021109,-35.38998677074084,40
683.9725779878795,-49.562271509843534,40
785.9775211688316,-64.8630124375404,40
893.9619913054704,-81.06068272193812,40
