Kingdom,Phylum,Class,Order,Family,Genus,SpeciesVerbatim,SpeciesAcceptedName,FMR_kJ_d,Mass_g,Temp_C,Endotherm,Reference,Comment,Outlier
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus robustus,Macropus robustus,1.57E+03,1.29E+04,25.50,1,Anderson 2005,,1
Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,Petauroides volans,Petauroides volans,5.20E+02,9.95E+02,18.20,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,Petaurus breviceps,Petaurus breviceps,1.73E+02,1.24E+02,9.70,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale lateralis,Petrogale lateralis,6.10E+02,2.21E+03,25.50,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,Potorous tridactylus,5.90E+02,8.31E+02,11.10,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,Potorous tridactylus,4.63E+02,8.39E+02,17.20,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,Pseudocheirus peregrinus,Pseudocheirus peregrinus,6.15E+02,1.00E+03,13.30,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Setonix,Setonix brachyurus,Setonix brachyurus,4.86E+02,1.51E+03,22.50,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Diprotodontia,Tarsipedidae,Tarsipes,Tarsipes rostratus,Tarsipes rostratus,3.44E+01,9.90E+00,11.00,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus arnhemensis,Trichosurus arnhemensis,3.24E+02,1.10E+03,25.50,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus californicus,Lepus californicus,1.30E+03,1.80E+03,17.80,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,Tachyglassus aculeatus,Tachyglossus aculeatus,8.75E+02,2.86E+03,15.20,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,Isoodon auratus,Isoodon auratus,2.85E+02,3.33E+02,26.40,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,Isoodon obesulus,Isoodon obesulus,6.44E+02,1.23E+03,17.90,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,Macrotis lagotis,Macrotis lagotis,5.34E+02,8.48E+02,30.90,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,Macrotis lagotis,Macrotis lagotis,6.55E+02,9.28E+02,16.20,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus variegatus,5.45E+02,4.15E+03,25.90,1,Anderson 2005,,1
Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Aloutta palliata,Alouatta palliata,2.58E+03,7.33E+03,25.90,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus murinus,Microcebus murinus,1.12E+02,6.45E+01,22.40,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,,Spermophilus saturatus,,2.26E+02,2.14E+02,13.00,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,Cleithrionomys rutilus,Myodes rutilus,5.76E+01,1.60E+01,-3.00,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,Gerbillus allenby,Gerbillus andersoni,3.56E+01,2.28E+01,19.40,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,Acomys cahirinus,Acomys cahirinus,5.18E+01,3.83E+01,17.60,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,Acomys russatus,Acomys russatus,4.78E+01,4.50E+01,17.60,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus leucurus,Ammospermophilus leucurus,8.26E+01,9.61E+01,6.90,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus leucurus,Ammospermophilus leucurus,9.42E+01,9.61E+01,21.80,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,Apodemus sylvaticus,6.79E+01,2.05E+01,7.40,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,Dipodomys merriami,5.78E+01,2.82E+01,16.00,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,Dipodomys merriami,2.32E+01,3.17E+01,30.00,1,Anderson 2005,,1
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,Dipodomys merriami,4.05E+01,3.24E+01,26.00,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,Dipodomys merriami,4.13E+01,3.43E+01,12.00,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,Dipodomys merriami,5.61E+01,3.59E+01,12.50,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,Dipodomys merriami,6.18E+01,3.74E+01,1.00,1,Anderson 2005,,1
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,Dipodomys merriami,6.80E+01,3.79E+01,2.50,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,Dipodomys merriami,1.02E+02,3.95E+01,4.00,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,Dipodomys merriami,4.07E+01,3.97E+01,4.00,1,Anderson 2005,,1
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,Dipodomys merriami,6.98E+01,4.16E+01,17.00,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys microps,Dipodomys microps,8.45E+01,5.71E+01,14.20,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,Gerbillus henleyi,Gerbillus henleyi,2.65E+01,9.30E+00,17.70,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,Gerbillus pyramidum,Gerbillus pyramidum,4.52E+01,3.18E+01,19.40,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Lemmus,Lemmus trimucronatus,Lemmus trimucronatus,2.01E+02,5.52E+01,4.20,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,Meriones crassus,Meriones crassus,6.50E+01,6.92E+01,17.70,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus agrestis,Microtus agrestis,7.27E+01,2.65E+01,15.00,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus crinitus,Peromyscus crinitus,3.93E+01,1.34E+01,-0.30,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Psammomys,Psammomys obesus,Psammomys obesus,1.65E+02,1.70E+02,17.50,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys nanus,Pseudomys nanus,4.46E+01,4.44E+01,25.90,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,Sciurus carolinensis,5.74E+02,5.88E+02,5.70,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Sekeetamys,Sekeetamys calurus,Sekeetamys calurus,4.40E+01,4.12E+01,17.60,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys bottae,Thomomys bottae,1.30E+02,1.04E+02,14.90,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Zyzomys,Zyzomys argurus,Zyzomys argurus,1.56E+01,4.68E+01,25.90,1,Anderson 2005,,1
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,3.47E+02,3.22E+02,5.70,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,Peromyscus leucopus,3.66E+01,1.94E+01,11.80,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,Peromyscus leucopus,4.50E+01,1.94E+01,18.70,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus pennsylvanicus,Microtus pennsylvanicus,1.15E+02,3.69E+01,18.70,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus,Tamias striatus,1.43E+02,9.63E+01,11.80,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,Peromyscus maniculatus,6.84E+01,1.76E+01,4.50,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,Peromyscus maniculatus,4.63E+01,1.84E+01,15.50,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,6.51E+01,1.93E+01,7.00,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus domesticus,Mus musculus,4.71E+01,1.51E+01,17.00,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Perognathus formosus,Chaetodipus formosus,4.52E+01,1.79E+01,18.00,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,Praomys natalensis,Mastomys natalensis,8.66E+01,5.73E+01,18.60,1,Anderson 2005,,0
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,Arvicola terrestris,Arvicola amphibius,1.19E+02,8.58E+01,9.80,1,Anderson 2005,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,1.14E+00,2.70E+01,9.00,0,Bergheim 1991,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,1.08E+00,3.40E+01,6.90,0,Bergheim 1991,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,9.61E-01,4.00E+01,5.00,0,Bergheim 1991,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,1.32E+00,4.40E+01,3.20,0,Bergheim 1991,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,1.05E+00,4.80E+01,2.90,0,Bergheim 1991,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,1.02E+00,5.20E+01,3.30,0,Bergheim 1991,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,1.99E+00,6.00E+01,5.95,0,Bergheim 1991,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,5.23E+00,6.70E+01,11.10,0,Bergheim 1991,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,2.13E+01,4.10E+02,12.70,0,Bergheim 1991,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,4.35E+01,1.02E+03,7.20,0,Bergheim 1991,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,6.73E+01,1.34E+03,6.80,0,Bergheim 1991,,1
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,1.14E+02,1.53E+03,7.50,0,Bergheim 1991,,1
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,8.84E+01,1.83E+03,6.80,0,Bergheim 1991,,1
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,1.50E+02,2.10E+03,7.50,0,Bergheim 1991,,1
Animalia,Chordata,Squamata,,Iguanidae,Amblyrhynchus,Amblyrhynchus cristatus,Amblyrhynchus cristatus,3.15E+02,1.39E+03,27.00,0,Butler 2002,,0
Animalia,Chordata,Squamata,,Iguanidae,Amblyrhynchus,Amblyrhynchus cristatus,Amblyrhynchus cristatus,4.56E+02,1.39E+03,36.00,0,Butler 2002,,1
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis invicta,Solenopsis invicta,2.83E-04,1.44E-03,,0,Calabi 1989,,0
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis invicta,Solenopsis invicta,2.83E-04,1.44E-03,,0,Calabi 1989,,0
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis invicta,Solenopsis invicta,3.93E-04,2.72E-03,,0,Calabi 1989,,0
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis invicta,Solenopsis invicta,3.93E-04,2.72E-03,,0,Calabi 1989,,0
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis invicta,Solenopsis invicta,1.12E-03,9.84E-03,,0,Calabi 1989,,0
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis invicta,Solenopsis invicta,1.12E-03,9.84E-03,,0,Calabi 1989,,0
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,Triakis semifasciata,Triakis semifasciata,2.37E+02,4.00E+03,16.40,0,Carlson 1999,,0
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna tiburo,Sphyrna tiburo,8.76E+01,1.00E+03,25.00,0,Carlson 1999,,0
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus acronotus,Carcharhinus acronotus,1.41E+02,1.00E+03,28.00,0,Carlson 1999,,0
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Negaprion,Negaprion brevirostris,Negaprion brevirostris,4.09E+01,1.05E+03,22.00,0,Carlson 1999,,0
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Negaprion,Negaprion brevirostris,Negaprion brevirostris,1.86E+02,1.65E+03,23.50,0,Carlson 1999,,0
Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Isurus,Isurus oxyrinchus,Isurus oxyrinchus,5.10E+02,3.90E+03,18.00,0,Carlson 1999,,0
Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus acanthias,Squalus acanthias,3.47E+01,2.00E+03,10.00,0,Carlson 1999,,0
Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,Octopus vulgaris,4.10E+01,1.00E+03,17.02,0,CerezoValverde 2004,,0
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Dentex,Dentex dentex,Dentex dentex,1.87E+01,3.87E+02,20.80,0,CerezoValverde 2004,,0
Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus argus,Panulirus argus,4.66E+00,2.50E+02,28.00,0,Perera 2007,,0
Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,Homarus americanus,3.78E+00,2.50E+02,10.00,0,Penkoff 1982,,0
Animalia,Arthropoda,Malacostraca,Decapoda,Majidae,Maja,Maja brachydactyla,Maja brachydactyla,1.17E+01,6.29E+02,20.19,0,CerezoValverde 2009,,0
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,Cancer pagurus,Cancer pagurus,3.09E+00,5.58E+02,12.00,0,Aldrich 1975,,0
Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus gouldii,Varanus gouldii,6.90E+01,9.85E+02,35.00,0,Christian 1995,,0
Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus gouldii,Varanus gouldii,7.70E+01,1.08E+03,35.00,0,Christian 1995,,0
Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus gouldii,Varanus gouldii,7.68E+02,1.09E+03,36.00,0,Christian 1995,,1
Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus gouldii,Varanus gouldii,2.96E+02,1.11E+03,35.00,0,Christian 1995,,1
Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus gouldii,Varanus gouldii,2.16E+02,1.12E+03,35.00,0,Christian 1995,,0
Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus gouldii,Varanus gouldii,2.33E+02,1.32E+03,35.00,0,Christian 1995,,0
Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus panoptes,Varanus panoptes,6.21E+02,9.31E+02,36.00,0,Christian 1995,,1
Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus panoptes,Varanus panoptes,5.40E+01,1.13E+03,32.50,0,Christian 1995,,0
Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus panoptes,Varanus panoptes,1.80E+02,1.35E+03,32.50,0,Christian 1995,,0
Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus panoptes,Varanus panoptes,7.90E+01,1.41E+03,32.50,0,Christian 1995,,0
Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus panoptes,Varanus panoptes,5.80E+01,1.91E+03,32.50,0,Christian 1995,,0
Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus panoptes,Varanus panoptes,4.35E+02,3.11E+03,32.50,0,Christian 1995,,0
Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus panoptes,Varanus panoptes,5.09E+02,3.34E+03,32.50,0,Christian 1995,,0
Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus panoptes,Varanus panoptes,4.23E+02,3.40E+03,32.50,0,Christian 1995,,0
Animalia,Chordata,Squamata,,Diplodactylidae,Oedura,Oedura marmorata,Oedura marmorata,1.00E+00,8.90E+00,30.20,0,Christian 1998,,0
Animalia,Chordata,Squamata,,Diplodactylidae,Oedura,Oedura marmorata,Oedura marmorata,1.50E+00,9.80E+00,29.30,0,Christian 1998,,0
Animalia,Chordata,Squamata,,Diplodactylidae,Oedura,Oedura marmorata,Oedura marmorata,6.00E-01,1.46E+01,30.70,0,Christian 1998,,0
Animalia,Chordata,Squamata,,Diplodactylidae,Oedura,Oedura marmorata,Oedura marmorata,1.00E+00,1.63E+01,34.80,0,Christian 1998,,0
Animalia,Chordata,Squamata,,Diplodactylidae,Oedura,Oedura marmorata,Oedura marmorata,4.00E-01,2.02E+01,17.50,0,Christian 1998,,0
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus morhua,Gadus morhua,2.16E+01,1.07E+03,2.00,0,Claireaux 2000,,0
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus morhua,Gadus morhua,3.95E+01,1.07E+03,5.00,0,Claireaux 2000,,0
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus morhua,Gadus morhua,6.11E+01,1.07E+03,10.00,0,Claireaux 2000,,0
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,Dicentrarchus labrax,Dicentrarchus labrax,4.90E+00,1.47E+02,7.00,0,Claireaux 2006,,0
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,Dicentrarchus labrax,Dicentrarchus labrax,5.57E+00,1.47E+02,11.00,0,Claireaux 2006,,0
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,Dicentrarchus labrax,Dicentrarchus labrax,7.17E+00,1.47E+02,14.00,0,Claireaux 2006,,0
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,Dicentrarchus labrax,Dicentrarchus labrax,8.39E+00,1.47E+02,18.00,0,Claireaux 2006,,0
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,Dicentrarchus labrax,Dicentrarchus labrax,1.01E+01,1.47E+02,22.00,0,Claireaux 2006,,0
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,Dicentrarchus labrax,Dicentrarchus labrax,1.37E+01,1.47E+02,26.00,0,Claireaux 2006,,0
Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,Dicentrarchus labrax,Dicentrarchus labrax,1.51E+01,1.47E+02,30.00,0,Claireaux 2006,,0
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Asbolus,Cryptoglosa verrucosa,Asbolus verrucosus,6.76E-02,6.05E-01,26.53,0,Cooper 1993,,0
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Asbolus,Cryptoglosa verrucosa,Asbolus verrucosus,1.62E-02,6.73E-01,9.87,0,Cooper 1993,,0
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Asbolus,Cryptoglosa verrucosa,Asbolus verrucosus,1.02E-01,6.74E-01,26.45,0,Cooper 1993,,0
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes armata,Eleodes armata,3.43E-02,8.65E-01,9.87,0,Cooper 1993,,0
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes armata,Eleodes armata,1.01E-01,9.65E-01,11.06,0,Cooper 1993,,0
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes armata,Eleodes armata,1.06E-01,1.01E+00,26.52,0,Cooper 1993,,0
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,Eleodes armata,Eleodes armata,1.71E-01,1.02E+00,26.45,0,Cooper 1993,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,Apodemus sylvaticus,6.71E+01,1.97E+01,6.30,1,Corp 1999,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,Apodemus sylvaticus,7.06E+01,2.14E+01,10.70,1,Corp 1999,,0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,Apodemus sylvaticus,6.93E+01,2.26E+01,9.40,1,Corp 1999,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,2.90E+00,5.53E-02,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,7.25E+00,1.60E-01,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,6.83E+00,1.75E-01,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,4.53E+00,1.36E-01,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,1.49E+01,3.51E-01,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,1.24E+01,4.41E-01,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,1.56E+01,5.45E-01,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,1.32E+01,7.00E-01,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,1.84E+01,8.30E-01,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,2.19E+01,9.84E-01,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,3.08E+00,6.35E-02,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,2.75E+00,6.68E-02,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,4.07E+00,8.39E-02,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,4.73E+00,8.21E-02,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,4.87E+00,9.33E-02,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,4.53E+00,1.00E-01,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,4.96E+00,1.13E-01,27.50,0,Darveau 2005,,0
Animalia,Arthropoda,Insecta,Hymenoptera,,,Orchid Bee,,5.78E+00,1.11E-01,27.50,0,Darveau 2005,,0
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,Microstomus kitt,3.25E+01,5.94E+02,10.00,0,Davenport 1990,,0
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,Microstomus kitt,4.90E+01,6.28E+02,10.00,0,Davenport 1990,,0
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,Microstomus kitt,3.32E+01,9.49E+02,10.00,0,Davenport 1990,,0
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus hippoglossus,Hippoglossus hippoglossus,8.70E+01,1.02E+03,10.00,0,Davenport 1990,,0
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus hippoglossus,Hippoglossus hippoglossus,5.45E+01,1.25E+03,10.00,0,Davenport 1990,,0
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus hippoglossus,Hippoglossus hippoglossus,3.11E+01,1.31E+03,10.00,0,Davenport 1990,,0
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus hippoglossus,Hippoglossus hippoglossus,7.43E+01,1.45E+03,10.00,0,Davenport 1990,,0
Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Thunnus,Thunnus albacares,Thunnus albacares,1.19E+02,4.70E+02,,0,Dewar1994,,0
Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Euthynnus,Euthynnus affinis,Euthynnus affinis,2.23E+02,7.90E+02,,0,Dewar1994,,0
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys flessus,Platichthys flesus,3.01E+01,3.95E+02,15.00,0,Duthie 1982,,0
